"","germplasmName","Grain.moisture.content._Big6_Fra_23","Grain.moisture.content._Big6_Fre_23","Grain.moisture.content._Big6_Ith_23","Grain.moisture.content._Big6_Laf_23","Grain.moisture.content._Big6_Mas_23","Grain.moisture.content._Big6_Urb_23","Grain.moisture.content._Big6_Vin_23","Grain.moisture.content._Big6_Woo_23","Grain.test.weight...lbs.bu_Big6_Fra_23","Grain.test.weight...lbs.bu_Big6_Fre_23","Grain.test.weight...lbs.bu_Big6_Ith_23","Grain.test.weight...lbs.bu_Big6_Laf_23","Grain.test.weight...lbs.bu_Big6_Mas_23","Grain.test.weight...lbs.bu_Big6_Prn_23","Grain.test.weight...lbs.bu_Big6_Urb_23","Grain.test.weight...lbs.bu_Big6_Vin_23","Grain.test.weight...lbs.bu_Big6_Woo_23","Grain.yield...bu.ac_Big6_Fra_23","Grain.yield...bu.ac_Big6_Fre_23","Grain.yield...bu.ac_Big6_Ith_23","Grain.yield...bu.ac_Big6_Laf_23","Grain.yield...bu.ac_Big6_Mas_23","Grain.yield...bu.ac_Big6_Prn_23","Grain.yield...bu.ac_Big6_Urb_23","Grain.yield...bu.ac_Big6_Vin_23","Grain.yield...bu.ac_Big6_Woo_23","Heading.time...Julian.date_Big6_Laf_23","Heading.time...Julian.date_Big6_Mas_23","Heading.time...Julian.date_Big6_Prn_23","Heading.time...Julian.date_Big6_Scb_23","Heading.time...Julian.date_Big6_Urb_23","Heading.time...Julian.date_Big6_Vin_23","Heading.time...Julian.date_Big6_Woo_23","Lodging.incidence...0.9.percentage.scale.CO_321.0001282_Big6_Ith_23","Plant.height.inches_Big6_Mas_23","Plant.height.inches_Big6_Prn_23","Plant.height.inches_Big6_Urb_23","Plant.height.inches_Big6_Woo_23"
"251","OH18-65-54",17.75,13.6,14.17,17.38,13.77,14.8,11.99,13.18,62.95,58.23,58.08,51.91,62.26,53.99,62.58,57.03,58.81,103.72,118.43,73.41,57.16,83.08,94.92,116.88,74.33,104.4,135.84,150.97,113.21,137.22,132.82,123.06,136.49,0,33.88,35.84,36.11,32.96
"252","OH18-78-33",15.95,13.53,14.04,17.74,13.93,13.33,12.05,13.12,60.03,55.65,55.2,52.43,60.59,54.97,59.5,56.3,57.17,106.26,110.25,74.65,78.72,90.78,101.79,116.15,59.94,100.26,137.64,152,115.63,138.88,134.85,126.58,140.04,-0.03,34.07,35.84,38.39,36.23
"253","OH18*104-99",16.51,12.76,13.71,16.99,13.41,14.74,11.77,12.81,61.72,56.96,56.03,51.85,61.87,54.03,60.92,57.38,56.44,100.62,111.2,70.53,51.03,85.75,106.27,87.61,71.57,78.04,138.21,149.27,108.47,134.1,131.45,123.41,133.38,0.46,38.93,39.81,41.96,38.16
"254","OH18*105-13",15.55,12.54,13.61,16.52,12.8,12.74,11.13,11.88,60.71,56.3,55.26,51.33,60.12,56.51,58.97,57.48,56.33,95.61,106.41,67.09,40.18,81.96,101.08,82.14,58.65,89.32,137.94,149.12,108.33,132.94,131.13,121.94,133.49,1.02,37.92,35.98,37.64,34.97
"255","OH18*48-106",15.64,13.11,NA,17.39,14.49,13.36,NA,12.79,59.76,56.88,NA,51.76,59.94,55.55,58.72,NA,56.91,96.01,115.06,NA,79.66,101,115.22,117.23,NA,96.66,137.94,151.87,113.01,139.41,135.09,NA,137.95,NA,35.3,35.05,37.79,33.88
"256","OH19-129-17",16.35,13.23,13.79,16.62,13.16,13.53,11.61,12.84,60.93,56.64,56.04,51.88,61.07,51.85,59.39,56.01,57.72,101.36,121.49,69.5,70.45,93.1,90.36,108,71.29,108.64,137.03,151.03,114.67,138.59,134.2,124.7,138.22,-0.15,38.81,39.75,43.79,40
"257","OH19-135-38",15.8,13.39,13.75,17.96,13.67,12.83,12,12.96,59.98,56.77,54.74,51.32,60.82,54.43,57.16,55.92,57.15,101.53,117.4,66.82,68.7,89.12,97.77,98.36,69.71,94.64,137.33,151.5,118.7,139.9,134.96,127.74,139.3,-0.01,34.58,36.18,36.26,33.36
"258","OH19-145-14",14.27,13.04,13.77,16.34,13.21,13.08,11.81,12.59,58.13,57.36,55.17,51.54,59.68,54.83,59.45,57.01,56.75,95.92,117.12,71,48.37,82.93,121.61,112.36,54.91,93.05,NA,151.95,115.07,138.88,136.29,127.17,139.34,0.08,35.45,40.89,38.19,38.17
"259","OH19-161-70",16.34,14.19,NA,18.32,13.75,14.23,12.17,13.36,62.07,57.84,NA,50.53,62.28,54.73,61.94,57.65,59.09,102.59,116.15,NA,58.36,92.97,102.64,110.81,76.82,102.22,138.91,151.38,113.6,139.89,135.74,127.42,140.67,NA,33.83,34.43,37.08,34.93
"260","OH19-167-5",15.96,12.99,13.36,17.4,13.45,13.1,11.83,12.62,61,56.39,54.28,51.82,58.76,50.81,59.37,56,54.99,102.8,122.19,69.51,64.75,83.13,110.3,115.28,78.32,101.5,136.52,151,113.41,137.43,133.28,124.38,138.2,-0.01,35.46,39.07,39.29,35.98
"261","OH19-46-83",14.87,13.05,13.11,17.06,13.34,13.2,11.8,12.74,59.53,56.7,55.46,50.55,59.95,57.16,57.99,55.85,56.22,99.71,111.83,64.81,64.79,81.35,112,112.44,67.74,98.69,135,150.05,116.82,140.03,134.99,125.48,136.53,-0.01,32.95,38.37,37.42,33.36
"262","OH19-62-43",16.77,13.24,13.84,17.32,13.69,13.04,NA,12.88,62.4,57.1,55.09,52.05,61.87,51.37,58.43,NA,56.65,94.06,104.09,63.99,68.67,82.59,90.14,110.69,NA,86.1,136.77,151.03,114.07,140.61,134.78,NA,137.37,-0.04,31.93,36.35,37.29,33.87
"263","OH19-71-5",16.19,13.08,13.8,17.44,13.69,14.41,12.02,13.18,61.44,58.24,56.44,54.04,61.29,54.6,61.44,57.7,57.07,109.76,110.7,67.36,78.76,93.9,103.28,109.33,69.69,99.49,135.69,150.05,113.04,138,133.47,124.13,137.45,-0.07,34.99,39.63,40.87,37.59
"264","OH19*101-1",14.69,13.15,13.78,17.4,13.33,14.46,12.29,12.73,60.07,58.16,56.59,53.3,61.53,53.42,61.25,58.37,57.1,92.8,120.07,67.18,65.69,77.73,82.77,113.43,64.02,95.52,135.08,151.42,113.58,138.5,134.28,126.02,137.37,0.03,34.45,33,36.63,32.69
"265","OH19*102-76",14.92,13.47,13.5,16.54,13.77,14.03,12.26,12.68,59.09,57.98,55.39,52.66,60.31,53.43,59.57,56.1,56.8,102.1,124.14,73.13,60.89,86.99,90.87,116.74,71.64,101.2,142.59,151.5,116.13,139.57,135.22,124.52,136.64,0.03,40.1,39.67,39.22,42.03
"266","OH19*103-77",13.76,12.67,13.34,16.29,13.4,12.61,11.81,12.19,55.2,55.83,54.3,51.06,57.85,55.78,58.37,56.75,55.66,92.03,107.71,65.16,61.96,80.72,115.18,110.96,66.82,83.25,142.59,152.31,115.43,140.22,134.89,129.36,142.27,0.05,31.19,36.75,37.5,33.91
"267","OH19*138-14",16.82,13.66,13.72,17.64,13.48,13.38,NA,12.85,62.64,58.68,56.81,52.04,62.53,56.04,60.6,NA,58.94,93.19,114.86,68.16,85.5,86.67,110.16,103.27,NA,95.1,137.91,151.43,116.35,137.66,135.47,NA,139.17,-0.01,38.16,44.53,39.92,40.9
"268","OH20-1-110",15.57,12.82,NA,16.2,13.39,12.57,NA,12.63,60.53,56.38,NA,51.68,60.38,54.09,59.1,NA,55.81,103.22,108.23,NA,66.26,84.07,87.97,107.47,NA,98.55,132.21,149.04,112.68,133.64,130.78,NA,133.97,NA,35,36.07,38.87,34.39
"269","OH20-1-12",15.23,13.01,NA,16.59,13.29,13.17,NA,12,58.86,56.78,NA,52.45,59.99,48.48,59.04,NA,55.31,104.18,108.95,NA,70.25,82.16,86.64,104.41,NA,93.53,131.02,150.1,112.96,138.33,130.66,NA,136.01,NA,33.95,35.9,33.17,35.07
"270","OH20-1-98",16.67,13.16,NA,16.87,13.44,13.8,NA,13.23,62.98,60.04,NA,54.29,62.45,57.9,62.09,NA,55.86,98.04,105.2,NA,68.93,86.11,109.48,116.71,NA,76.55,132.23,149.97,110.12,134.19,133.53,NA,134.92,NA,37.28,43.04,40.25,37.74
"271","OH20-110-17",15.07,11.98,NA,16.41,13.3,11.5,NA,12.16,57.24,57.82,NA,50.9,59.86,55.32,58.74,NA,54.98,96.73,98.91,NA,56.67,87.57,93.04,112.08,NA,91.8,132.37,149.94,114.07,137.09,132.38,NA,134.71,NA,35.22,33.38,36.97,32.32
"272","OH20-16-18",14.97,12.83,NA,17.14,13.24,11.44,NA,12.42,57.12,55.97,NA,51.92,59.08,54.24,56.44,NA,57.18,95.64,104.7,NA,69.11,79.96,112.52,111.8,NA,95.22,135.01,150.58,113.24,138.18,134.87,NA,137.64,NA,33.94,36.16,37.51,35.25
"273","OH20-16-3",14.49,12.98,NA,16.69,13.41,NA,NA,12.81,57.84,56.79,NA,50.8,60.69,NA,NA,NA,56.2,94.81,116.59,NA,41.18,90.82,NA,NA,NA,91.4,NA,152.18,NA,142.63,NA,NA,143.1,NA,34.13,NA,NA,37.23
"274","OH20-17-110",16.01,12.93,NA,17.12,13.69,14.65,NA,12.77,60.12,56.49,NA,52.68,60.86,56.79,61.93,NA,59.8,92.2,111.6,NA,69.29,96,96.45,110.74,NA,103.36,139.24,151.11,116.61,137.32,135.12,NA,137.38,NA,38.18,42.27,38.59,38.55
"275","OH20-17-3",15.87,13.39,NA,17.43,13.66,13.4,NA,13.22,59.19,57.64,NA,53.27,60.91,52.33,59.87,NA,59.95,98.8,110.35,NA,88.71,88.86,101.32,106.32,NA,106.27,138.18,150.61,123.59,139.37,136.12,NA,139.21,NA,34.67,41.84,38.4,38.38
"276","OH20-17-42",14.83,12.59,NA,16.65,13.6,12.38,NA,12.45,59.98,55.95,NA,51,61.05,53.1,59.3,NA,56.82,102.77,109.49,NA,60.5,94.52,113.93,102.45,NA,100.46,134.27,150.02,114.01,137.77,133.01,NA,136.64,NA,36.95,38.09,39.01,36.31
"277","OH20-17-66",14.26,13.08,NA,17.18,13.33,12.34,NA,12.56,57.83,55.57,NA,52.15,59.56,51.24,58.11,NA,56.18,97.46,125.75,NA,70.5,86.07,110,107.09,NA,102.13,136.63,151.05,113.32,141.23,134.07,NA,136.79,NA,31.57,35.49,35.1,33.52
"278","OH20-18-51",14.32,12.4,NA,16.57,13.21,12.34,NA,12.24,57.29,55.35,NA,50.79,60.2,51.26,58.1,NA,57.02,105.73,121.43,NA,53.68,89.89,106.37,116.52,NA,101.27,141.97,150.86,120.19,144.78,134.52,NA,138.18,NA,35.04,37.79,37.64,35.86
"279","OH20-21-15",16.17,13.24,NA,17.51,13.7,12.53,NA,13.16,60.93,55.08,NA,51.54,59.73,55.61,57.47,NA,55.29,111.97,107.01,NA,83.67,87.62,107.89,123.71,NA,90,138,151.15,117.52,138.61,136.14,NA,136.84,NA,31.65,38.77,34.15,32.88
"280","OH20-22-43",17.35,12.84,NA,16.92,13.33,13.36,NA,12.75,63.98,57.87,NA,51.58,61.57,49.74,60.31,NA,57.57,98.96,102.32,NA,72.61,92.33,79.32,105.12,NA,97.63,135.58,149.48,113.29,137.47,133.58,NA,136.75,NA,36.74,37.27,39.37,36.77
"281","OH20-22-66",15.79,12.86,NA,16.15,13.6,11.77,NA,12.45,59.49,59.27,NA,51.58,60.73,53.18,56.66,NA,58.27,108.36,119.83,NA,84.73,86.43,94.07,97.79,NA,84.37,136.7,151.1,114.25,138.37,134.73,NA,140.41,NA,37.8,38.81,35.64,35.89
"282","OH20-23-86",16.75,13.35,NA,17.87,13.69,13.08,NA,13.03,60.78,58.55,NA,53.05,59.74,54.17,59.2,NA,56.32,102.42,116.4,NA,66.7,89.36,107.16,106.48,NA,87.45,136.37,150.98,113.57,137.24,131.78,NA,137.38,NA,34.91,39.49,37.22,35.35
"283","OH20-3-5",15.48,13.42,NA,17.52,13.4,NA,NA,13.21,59.77,56.03,NA,52.41,59.7,NA,NA,NA,56.53,96.73,103.15,NA,60.63,80.37,NA,NA,NA,100.49,140.98,151.1,NA,142.23,NA,NA,142.33,NA,37,NA,NA,38.74
"284","OH20-36-108",15.38,13.61,NA,17.34,13.38,NA,NA,13.28,58.57,56.91,NA,52.28,60.08,NA,NA,NA,58.62,88.82,101.45,NA,62.51,83.65,NA,NA,NA,90.6,139.01,151.94,NA,137.39,NA,NA,141.64,NA,32.48,NA,NA,36.15
"285","OH20-36-80",15.79,12.74,NA,16.21,13.8,13.48,NA,12.57,58.9,56.62,NA,52.79,61.09,56.49,60.15,NA,55.64,107.06,125.64,NA,65.15,92.38,91.78,120.82,NA,97.41,135.85,150.66,112.17,138.05,133.66,NA,135.84,NA,35.67,38.55,40.21,35.72
"286","OH20-8-108",14.98,13.32,NA,17.4,13.04,12.76,NA,12.85,58.44,55.61,NA,51.03,60.1,52.87,58.25,NA,59.53,103.23,119.89,NA,68.34,91.44,107.67,109.66,NA,101.59,136.59,150.16,112.78,135.6,134.19,NA,138.37,NA,34.36,42.37,39.89,39.56
"287","OH20-8-28",15.89,13.01,NA,17.71,13.43,13.79,NA,12.86,60.7,54.97,NA,51.73,61.69,50.94,60.26,NA,55.67,101.11,96.76,NA,70.96,95.16,83.78,93.75,NA,98.8,135.01,150.14,113.83,137.73,134.54,NA,136.51,NA,35.23,39.86,37.63,36.74
"288","OH20-94-25",15.44,12.62,NA,16.35,13.04,13.73,NA,12.28,59.96,58.36,NA,53.04,60.4,54.22,60.85,NA,57.49,94.73,102.28,NA,50.08,83.9,108.82,109.3,NA,88.77,134.99,150.85,112.16,137.29,131.97,NA,135.18,NA,33.46,37.97,41.51,35.06
"289","OH20-96-116",15.91,13.62,NA,17.51,13.43,NA,NA,13.16,61.02,57.67,NA,52.94,61.28,NA,NA,NA,57.56,106.79,116.22,NA,70.61,82.41,NA,NA,NA,103.87,137.06,150.93,NA,136.81,NA,NA,136.47,NA,34.98,NA,NA,34.65
"290","OH20-96-99",16.15,13.01,NA,18.3,13.48,11.63,NA,13.1,58.55,60.78,NA,49.26,59.57,52.47,57.33,NA,56.71,101.34,119.75,NA,83.99,84.57,93.77,106.71,NA,103.48,135.04,150.91,113.77,139.85,134.15,NA,137.42,NA,32.62,35.65,36.87,35.32
"291","OH20-98-32",15.38,12.86,NA,16.62,13.23,13.26,NA,12.84,59.09,57.33,NA,49.09,59.21,54.24,59.67,NA,55.42,96.29,122.45,NA,47.16,81.32,113.41,109.29,NA,87.42,139.81,151.11,113.32,136.65,132.24,NA,135.61,NA,35.46,34.74,35.92,34.11
"292","OH20*13-104",15.69,12.77,NA,17.82,13.73,13.03,NA,12.53,60.26,59.61,NA,52.23,60.3,51.82,58.24,NA,56.32,101.3,103.72,NA,98.55,83.97,114.1,107.09,NA,84.13,137.41,152.02,114.6,140.47,135.62,NA,136.67,NA,34.35,37.69,36.88,43.55
"293","OH20*24-51",16.25,12.98,NA,16.58,13.59,12.85,NA,12.69,60.71,59.11,NA,54.91,61.56,52.1,59.2,NA,58.1,99.51,116.11,NA,70.2,81.75,87.24,98.18,NA,92.43,141.75,150.16,113.5,138.94,134.08,NA,137.62,NA,34.57,35.76,38.62,35.91
"294","OH20*28-21",18.18,13.62,NA,17.66,13.76,NA,NA,12.86,65.32,56.06,NA,53.57,63.44,NA,NA,NA,58.13,97.06,101.44,NA,69.4,84.83,NA,NA,NA,79.01,133.92,150.04,NA,136.86,NA,NA,134.9,NA,35.77,NA,NA,41.58
"295","OH20*4-84",15.89,13.05,NA,17.08,13.4,13.74,NA,12.84,61.93,58.62,NA,52.1,62,58.16,60.5,NA,56.87,98.16,109.08,NA,57.1,88.11,123.26,115.09,NA,91.85,138.12,150.02,114.9,138.49,133.62,NA,137.5,NA,34.13,35.42,39.38,34.43
"296","OH20*44-72",17.25,13.44,NA,16.97,13.75,14.26,NA,12.41,63.67,55.74,NA,53.46,62.28,52.12,61.29,NA,62.21,97.17,110.64,NA,77.59,94.03,91.14,105.04,NA,91.43,134.96,149.96,113.9,137.6,134.02,NA,135.96,NA,39.01,40.42,36.51,37.83
"297","OH20*46-96",15.24,12.91,NA,16.44,13.14,13.23,NA,12.5,61.47,57.34,NA,53.22,60.51,56.87,58.67,NA,57.64,101.4,116.4,NA,40.43,77.09,124.61,108.1,NA,97.65,137.79,149.99,113.62,137.33,135.08,NA,137,NA,35.5,40.17,43.37,38.05
"298","OH20*49-18",15.4,12.54,NA,16.49,13.36,14.4,NA,12.16,60.8,57.37,NA,52.66,62.52,50.06,61.46,NA,56.43,94.37,93.68,NA,63.96,73.59,82.79,95.92,NA,93.9,134.57,150.97,115.22,136.11,134.44,NA,137.27,NA,34.45,34.26,38.03,34.67
"299","OH20*92-110",15.53,13.45,NA,16.44,13.75,14.1,NA,12.5,60.77,57.59,NA,52.47,60.92,56.19,60.98,NA,58.13,93.48,105.91,NA,71.78,83.2,93.69,109.79,NA,83.37,135.96,150.91,111.44,139.55,133.29,NA,135.45,NA,42.04,45.25,42.78,38.97
"300","OH20*92-43",15.7,12.37,NA,16.57,13.23,13.12,NA,12.29,60.16,56.82,NA,53.46,60.96,57.64,59.16,NA,56.77,89.43,100.04,NA,84.54,87.71,108.39,104.13,NA,84.34,134.86,150.21,111.11,135.08,133.16,NA,135.53,NA,38.81,40.91,39.58,38.98
"301","Pio 25R40",15.29,13.17,13.46,18.02,13.78,14.38,11.57,12.77,59.58,57.68,56.26,52.54,60.12,51.18,60.48,58.81,57.77,101.19,128.93,80.89,93.4,94.98,107.32,122.99,56.72,97.69,136.99,151.94,115.6,140.78,134.39,125.49,139.92,0.05,32.17,34.46,35.69,31.96
"302","Pio 25R74",15.18,12.99,13.57,16.11,13.07,14.55,11.3,12.47,58.85,57.33,55.39,53.35,60.1,56.22,59.23,57.64,57.62,101.36,116.36,71.58,86.64,91.74,105.46,116.54,63.17,101.16,135.48,151.31,113.6,136.67,133.18,125.05,137.4,-0.05,31.56,35.95,36.57,33.27
"303","SC13S26",NA,13.93,14.06,NA,NA,NA,11.89,13,NA,54.76,55.39,NA,NA,NA,NA,56.75,57.42,NA,106.22,73.41,NA,NA,NA,NA,65.52,96.11,NA,NA,NA,NA,NA,126.84,140.44,0.08,NA,NA,NA,35.87
"304","SY 100",14.86,NA,NA,NA,13.42,NA,NA,NA,57.92,NA,NA,NA,58.24,NA,NA,NA,NA,112.67,NA,NA,NA,92.27,NA,NA,NA,NA,NA,151.7,NA,NA,NA,NA,NA,NA,32.61,NA,NA,NA
"305","SY100",NA,13.14,13.94,17.53,NA,12.47,11.76,12.61,NA,55.25,54.31,50.6,NA,52.99,58.28,55.15,56.49,NA,132.01,76.73,93.12,NA,101.29,120.63,77.96,105.81,136.83,NA,117.07,141.48,134.23,125.64,139.77,-0.09,NA,32.55,42.18,34.9
"306","X14-1008-92-13-3",15,13.89,13.83,16.97,13.38,14,NA,13.06,60.7,57.05,57.28,53.33,61.82,56.16,60.83,NA,58.77,103.07,106.21,67.59,85.31,95.78,112.27,105.78,NA,98.99,137.24,150.76,116.82,140.44,134.13,NA,139.45,0.04,35.04,39.99,38.69,36.28
"307","X14-1027-131-19-5",15.37,12.73,13.84,16.53,13.24,14.25,NA,12.38,60.32,57.44,56.23,53.41,60.61,53.83,60.36,NA,56.34,97.8,105.83,69.89,89.9,88.86,96.06,101.94,NA,102.66,135.92,151.49,115.55,138.82,135.19,NA,138.56,0.02,35.48,37.15,35.94,37.22
"308","X14-1031-103-4-1",14.72,12.78,13.58,16.56,12.76,14.44,NA,11.98,58.39,56.49,54.67,52.73,58.41,54.75,59.16,NA,56.45,105.67,124.84,73.74,73.12,84.49,111.26,103.51,NA,101.19,135.36,152.05,113.04,137.21,134.15,NA,137.63,-0.06,34.54,37.31,37.07,35.32
"309","X14-1031-104-7-3",15.68,12.9,13.7,17.56,13.56,13.87,NA,12.58,60.2,55.2,55.05,52.05,60.45,55.72,58.97,NA,54.92,101.85,102.41,63.65,83.99,84.02,104.67,109.62,NA,97.37,139.46,152.09,125.81,140.68,135.7,NA,140.86,0.01,35.46,40.99,40.49,37.53
"310","X14-1107-95-18-5",15.12,13.15,13.75,16.84,13.13,13.9,NA,12.36,59.36,57.38,56.81,53.66,60.21,54.99,61.05,NA,57.18,105.95,125.25,68.64,84.8,86.02,104.79,107.52,NA,91.41,137.82,152.05,120.62,142.24,136.99,NA,141.67,0.09,34.48,36.6,37.56,37.84
"311","X14-1107-95-19-5",15.73,13.48,13.83,18.02,13.64,14.94,NA,13.2,60.94,58.06,58.29,54.01,62.39,50.56,61.6,NA,56.49,98.05,99.15,66.27,79.13,89.76,118.86,105.69,NA,98.24,137.7,151.48,113.29,141.04,134.89,NA,139.9,-0.01,35.86,41.41,40.93,35.72
"312","X14-1110-80-12-1",15.96,13.4,13.95,17.29,13.2,14.64,NA,12.88,61.67,59.94,57.72,51.84,61.6,55.74,61.75,NA,57.93,103.67,106.19,66.84,69.28,86.1,108.07,101.1,NA,99.18,137.97,151.48,115.83,139.46,134.45,NA,140.73,-0.09,33.89,38.87,37.33,36.3
"313","X14-1147-137-4-1",15.44,13.07,13.04,16.67,13.12,13.49,NA,12.25,60.33,57.94,55.84,53.41,61.7,51.86,61.11,NA,57.24,95.52,116.42,65.99,75.32,78.93,96.04,114.55,NA,97.4,138.63,152.06,115.42,140.52,135.02,NA,137.82,0.01,34.73,36.88,40.47,36.07
"314","X14-1147-158-14-5",15.56,12.48,13.26,16.69,13.42,12.93,NA,12.09,58.86,55.08,52.01,51,58.49,50.82,57.79,NA,53.78,101.9,110.09,61.78,85.17,83.48,94.68,96.18,NA,83.27,136.37,150.99,117.95,138.21,134.04,NA,139.23,0.05,33.65,31.48,37.62,34.37
"315","X14-1205-147-13-5",16.86,13.64,14.12,17.31,14.08,14.3,NA,13.77,62.17,56.37,57.88,51.5,61.85,53.8,62.25,NA,57.03,103.96,102.59,69.65,61.69,93.2,66.18,106.87,NA,106.69,137.58,149.96,116.27,137.49,133.17,NA,137.82,0.04,37.37,36.91,41.51,38.78
"316","X14-1205-147-16-1",17.07,12.98,14.09,17.24,14.31,15.13,NA,13.38,62.64,60.23,57.99,52.63,62.12,53.78,63.13,NA,58.01,100.55,104.48,74.08,52.66,92.27,96.95,103.5,NA,102.73,144.24,150.48,113.25,138.39,134.74,NA,136.91,0.16,37.11,40.7,40.48,37.82
"317","X14-1206-52-2-1",15.17,13.13,13.89,16.14,13.22,14.11,NA,12.41,60.23,59.19,56.98,53.52,60.05,49.67,59.91,NA,58.36,92.39,125.37,77.2,66.99,85.59,90.92,106.42,NA,95.66,138.61,152.07,113.22,136.54,134.43,NA,138.22,0.06,37.17,38.1,40.52,39.99
"318","X14-1209-140-12-1",16.59,13.72,14.24,17.7,13.57,13.39,NA,12.99,62.05,57.04,57.49,53.64,61.53,56.98,59.74,NA,56.67,94.99,112.2,61.96,72.3,86.59,98.79,100.59,NA,98.45,138.97,150.67,114.51,138.6,135.42,NA,138.36,-0.11,36.26,40.61,36.74,37.34
"319","X14-1209-141-18-3",16.08,13.31,14.09,17.47,13.54,12.93,NA,13.04,61.18,58.07,58.38,54.04,61.32,52.99,58.76,NA,56.32,97.84,110.03,73.21,79.85,82.25,96.24,110.91,NA,99.07,135.09,150.64,117.29,137.15,134.43,NA,137.56,-0.05,34.6,37.67,37.38,43.36
"320","X14-1217-49-11-1",16.47,13.69,14.28,17.58,13.95,15.55,NA,13.41,62.17,58.91,58.66,53.28,62.71,56.88,61.97,NA,60.27,95.78,112.26,74.12,73.48,88.76,91.24,95.56,NA,98.84,134.94,151.31,114.11,136.86,134.43,NA,138.27,0.01,38.23,37.35,39.16,39.61
"321","X14-1305-15-7-3",16.53,13.17,NA,17.7,13.88,13.93,NA,13.29,63.49,57.34,NA,54,62.47,41.11,61.67,NA,58.88,101.92,103.42,NA,70.16,85.7,97.62,109.2,NA,90.83,137.15,150.96,113.2,140.31,134.08,NA,137.72,NA,39.44,37.42,37.83,38.17
"322","X15-1004-16-4-5-1",15.47,13.58,NA,17.32,13.87,12.17,NA,13.15,60.38,54.2,NA,51.47,61.51,53.26,57.99,NA,57.2,94.14,84.49,NA,85.92,91.18,99.04,119.53,NA,101.14,138.81,149.84,113.93,142.58,136.21,NA,139.63,NA,32.92,39.08,39.11,34.49
"323","X15-1004-24-1-1-7",15.47,13.95,NA,18.04,14.91,14.23,NA,14.23,58.54,57.88,NA,52.99,61.37,57.41,61.27,NA,59.62,107.18,110.23,NA,84.75,99.6,104.33,114.63,NA,108.98,138.8,151.6,116.68,141.61,138.2,NA,143.22,NA,36.14,39.42,43,39.56
"324","X15-1073-34-20-5-7",14.83,12.84,NA,16.96,12.92,14.53,NA,12.13,60.99,55.79,NA,53.83,61.45,51.98,61.6,NA,52.55,89.74,92.72,NA,76.34,86.03,97.06,98.56,NA,83.63,134.83,150.99,111.65,138.64,133.96,NA,136.17,NA,41.68,37.78,40.58,41.21
"325","X15-1073-35-7-1-1",15.19,12.68,NA,16.56,13.09,13.47,NA,12.11,59.88,57.87,NA,53.68,61.3,55.25,59.13,NA,53.96,90.39,86.42,NA,47.52,73.43,97.78,93.34,NA,86.35,140,150.13,113.96,139.07,132.57,NA,137.93,NA,39.86,38.72,40.6,35.97
"326","X15-1073-36-20-3-4",15.41,12.65,NA,16.21,12.91,14.42,NA,12.16,61.37,59.4,NA,54.54,61.04,53.81,61.29,NA,55.99,88,101.07,NA,50.93,88.66,111.16,94.84,NA,91.44,135.38,150.22,114.69,137.02,133.71,NA,136.34,NA,39.14,37.5,39.5,35.91
"327","X15-1073-37-1-1-1",15.35,13.04,NA,16.53,13.3,13.41,NA,12.86,61.93,58.66,NA,51.92,60.57,56.4,60.56,NA,59.87,100.17,109.42,NA,73.25,83.65,101.85,109.45,NA,100.74,136.87,150.76,115.13,139.34,135.77,NA,136.69,NA,32.89,36.63,36.45,36.84
"328","X15-1079-130-7-5",14.72,13.23,13.86,16.59,13.15,12.92,NA,12.44,59.14,57.32,56.32,51.8,61.28,50.32,59.42,NA,59.32,91.7,101.66,69.7,67.18,85.01,95.33,94.63,NA,102.11,138.58,152.09,115.61,139.51,134.53,NA,139.31,-0.11,35.11,37.85,40.85,37.66
"329","X15-1085-56-15-3-10",15.78,13.79,NA,16.66,13.61,13.8,NA,12.89,61.4,55.89,NA,52.83,60.76,54,60.68,NA,65.08,94.85,94.22,NA,64.35,82.23,107.16,98.36,NA,100.8,139.18,150.97,114.98,138.75,133.95,NA,139.14,NA,36.06,38.9,35.43,32.72
"330","X15-1085-56-15-3-11",15.7,12.96,NA,16.63,13.3,13.3,NA,12.63,60.84,60.28,NA,53,61.81,56.46,60.19,NA,58.19,96.22,98.21,NA,76.17,88.83,92.3,98.89,NA,89.98,135.89,150.15,113.64,139.73,133.96,NA,135.68,NA,35.02,37.91,36.59,34.53
"331","X15-1085-56-15-3-8",15.78,13.06,NA,16.62,12.79,14.45,NA,12.22,61.32,60.06,NA,54.39,62.4,57.24,62.63,NA,60.01,95.07,117.8,NA,77.38,91.1,94.27,103.07,NA,97.49,135.28,151.22,114.47,140.17,134.29,NA,138.14,NA,35.43,38.84,40.81,36.6
"332","X15-1085-57-3-5-13",15.34,12.93,NA,18.05,13.39,13.33,NA,13.08,59.42,58.18,NA,50.27,61.07,53.57,60.91,NA,53.84,103.59,90.96,NA,65.07,86.14,112.51,108.61,NA,90.83,134.92,149.99,113.67,139.6,136.05,NA,138.32,NA,36.51,39.11,41.24,37.31
"333","X15-1091-49-2-3",15.7,12.41,13.7,16.4,12.99,14.33,NA,12.89,59.99,54.65,56.85,53.64,60.46,53.12,61.65,NA,56.6,96.93,106.64,67.64,77.17,85.8,95.1,116.14,NA,89.71,137.86,149.87,116.91,138.53,134.35,NA,139.88,0.14,33.3,35.91,35.91,33.55
